Id,Price
9865,391246.6086876909
16353,398916.05691499385
15908,391246.6086876909
3944,404541.12065103557
10359,407487.29113624885
15158,398916.05691499385
3259,391155.87933538685
7220,396506.9625810443
13843,358230.65267420886
16736,400890.2988808841
702,439861.2239642952
16401,390605.5163047981
12134,393403.65681920975
6918,369553.41311377985
11792,333614.3116118974
3798,390605.5163047981
10395,333614.3116118974
11099,420127.29395102576
7090,380986.97360819427
11260,439861.2239642952
9647,384438.9749759181
2903,385178.1304513067
2071,404541.12065103557
8604,386772.5430355471
9346,396506.9625810443
3945,407487.29113624885
3420,377547.72303689795
10842,333614.3116118974
725,367813.30349140073
13931,422476.1895112682
16330,396506.9625810443
9066,386772.5430355471
3326,391155.87933538685
1556,385178.1304513067
6579,356858.3206889592
13877,373998.59975003154
9857,394912.5499968039
7302,380839.0659099515
5684,389894.7174695324
6513,391155.87933538685
11342,363619.9359881843
16561,394806.70110553835
6885,324095.0053166355
9308,383669.2372737125
2559,389280.79265996406
6648,391155.87933538685
15260,404541.12065103557
5113,403107.23001245345
16492,393017.5520920608
12034,398916.05691499385
7248,394806.70110553835
2171,404541.12065103557
10594,353925.0671165991
13241,400981.02823318815
7032,400890.2988808841
4884,385178.1304513067
903,356770.97748988745
162,391155.87933538685
6566,399456.40824230196
8249,377547.72303689795
13106,295388.0837549285
256,333614.3116118974
7976,380160.29792403517
8575,390605.5163047981
7591,404541.12065103557
3204,403942.59076805937
15804,399456.40824230196
1525,385178.1304513067
9038,397765.20882923907
13628,400890.2988808841
10016,391155.87933538685
10208,396506.9625810443
2008,391155.87933538685
13029,354335.1771362611
5099,358457.3897612705
9923,391155.87933538685
9461,298117.121148314
11086,404541.12065103557
15057,404541.12065103557
10689,390605.5163047981
2053,333829.4248621327
16630,403107.23001245345
4985,380160.29792403517
13881,404541.12065103557
13225,393017.5520920608
5779,356858.3206889592
10262,384714.11300060095
10762,380839.0659099515
9513,422476.1895112682
11128,391489.13005377277
2074,394806.70110553835
933,385178.1304513067
2780,394173.39452141535
6594,356858.3206889592
15394,385555.6529281772
14863,324095.0053166355
6698,396165.71667617257
1611,394806.70110553835
174,391489.13005377277
5160,324095.0053166355
3295,391155.87933538685
4559,381477.9905598628
8254,394438.57571503054
10228,380363.6835120284
13924,394806.70110553835
15341,400890.2988808841
4353,397765.20882923907
4334,356858.3206889592
1872,400339.9358502953
7823,380160.29792403517
310,375071.1191086453
3704,380160.29792403517
11615,396370.2383556381
6605,380160.29792403517
3381,356402.10623717523
2143,397765.20882923907
3191,367813.30349140073
13980,333614.3116118974
15613,394806.70110553835
10943,419255.4865108369
9654,404541.12065103557
16053,400255.5776249493
14931,333614.3116118974
8299,390605.5163047981
2147,396506.9625810443
11567,447836.06840366405
5905,384438.9749759181
11160,324095.0053166355
8275,397765.20882923907
16398,403107.23001245345
11229,404541.12065103557
10309,400890.2988808841
7340,397765.20882923907
7653,396506.9625810443
272,396165.71667617257
9831,386772.5430355471
5016,389894.7174695324
5968,364236.66935743985
796,394173.39452141535
12123,357575.8888867506
16629,394806.70110553835
2637,404541.12065103557
6194,401108.7114121466
6216,401108.7114121466
14346,375821.23338268
6428,394806.70110553835
2891,380160.29792403517
84,386772.5430355471
9260,401819.07517910434
15250,393372.81046695623
2348,439861.2239642952
10427,400890.2988808841
13230,380160.29792403517
1691,399456.40824230196
8803,357575.8888867506
5464,394912.5499968039
10559,387581.5132630375
16787,376548.89222438104
4278,358230.65267420886
6183,404541.12065103557
12775,396506.9625810443
10104,375821.23338268
13663,295388.0837549285
9404,389706.3863996977
14724,394806.70110553835
10040,384438.9749759181
4646,325553.1941187433
4754,377547.72303689795
3310,333614.3116118974
2003,391155.87933538685
7312,419255.4865108369
10921,383060.81069646805
13419,383060.81069646805
10105,404329.41441257787
2196,393403.65681920975
12659,397765.20882923907
4380,389894.7174695324
10847,380160.29792403517
10805,386772.5430355471
8709,373210.4033662005
8319,333614.3116118974
2215,394912.5499968039
7000,403107.23001245345
7701,364236.66935743985
9678,404541.12065103557
14026,298117.121148314
7971,396506.9625810443
13734,397765.20882923907
16483,396506.9625810443
6150,333614.3116118974
2931,386772.5430355471
5418,384438.9749759181
1662,393403.65681920975
2441,333614.3116118974
669,391155.87933538685
7734,396506.9625810443
6010,403107.23001245345
266,384438.9749759181
632,369553.41311377985
16221,363619.9359881843
11832,386772.5430355471
5035,394173.39452141535
37,384438.9749759181
6168,394724.2189269692
11757,394912.5499968039
8086,390605.5163047981
6529,386772.5430355471
15121,347767.0580753911
13904,397765.20882923907
3711,390721.3931536915
16563,393403.65681920975
14494,367746.1792684193
3006,391155.87933538685
15299,384338.5411627281
92,394806.70110553835
8066,298117.121148314
16071,397765.20882923907
10662,385178.1304513067
3883,385178.1304513067
5511,383669.2372737125
2821,396165.71667617257
9570,333111.8583323204
4326,386138.04680811544
9251,421726.78610409226
9031,333111.8583323204
12689,400981.02823318815
16380,391489.13005377277
1053,399456.40824230196
4568,414193.8168254302
16140,363619.9359881843
14356,414193.8168254302
8466,325553.1941187433
15652,404541.12065103557
3285,394173.39452141535
3198,390605.5163047981
14088,447394.19324295723
2268,310526.5340564334
15472,397765.20882923907
1203,310526.5340564334
7157,391155.87933538685
6886,386772.5430355471
5083,439861.2239642952
7467,375071.1191086453
14068,333111.8583323204
2080,396506.9625810443
10865,397765.20882923907
13516,403107.23001245345
14150,391155.87933538685
7609,356858.3206889592
2144,396506.9625810443
10357,404541.12065103557
2396,394806.70110553835
1526,396506.9625810443
10890,414193.8168254302
8638,394912.5499968039
6050,375821.23338268
7639,356402.10623717523
10544,396506.9625810443
9577,371923.3468646421
13195,333614.3116118974
3484,386772.5430355471
16668,394912.5499968039
7171,333614.3116118974
8547,333111.8583323204
12735,386772.5430355471
9093,422476.1895112682
15323,422476.1895112682
14897,385178.1304513067
5135,400339.9358502953
5327,391246.6086876909
13133,400981.02823318815
1676,401108.7114121466
16296,398916.05691499385
1095,387581.5132630375
12528,391489.13005377277
7348,398916.05691499385
11663,356770.97748988745
1803,399456.40824230196
1510,391155.87933538685
16045,394173.39452141535
2900,394912.5499968039
3236,391155.87933538685
1318,389706.3863996977
14948,375821.23338268
7840,392795.23024196527
15325,394806.70110553835
8700,393514.99038863304
15706,380986.97360819427
14449,394912.5499968039
16117,390605.5163047981
4529,394806.70110553835
11199,393372.81046695623
4052,425814.224249176
821,407487.29113624885
68,356770.97748988745
554,394173.39452141535
452,383669.2372737125
11394,390573.48545544874
11393,373998.59975003154
9535,425814.224249176
4024,375821.23338268
10069,386772.5430355471
12007,394912.5499968039
12368,404541.12065103557
1259,398916.05691499385
1124,381754.71050827554
3707,380839.0659099515
8767,414193.8168254302
1919,386772.5430355471
16741,380839.0659099515
6664,398916.05691499385
5688,404541.12065103557
7799,354335.1771362611
14843,380839.0659099515
7532,353925.0671165991
8133,397765.20882923907
6264,391155.87933538685
4125,319349.6610297817
2410,396506.9625810443
13607,387866.18051399133
1716,400890.2988808841
1370,397765.20882923907
2273,404541.12065103557
15298,400890.2988808841
4284,396506.9625810443
12303,350412.8311734444
7808,342846.2778778176
2203,387866.18051399133
7237,384438.9749759181
15864,384438.9749759181
2844,421726.78610409226
5729,404541.12065103557
11812,400890.2988808841
1779,394912.5499968039
6442,380363.6835120284
6160,394806.70110553835
8266,404541.12065103557
9903,375821.23338268
2867,384438.9749759181
6998,357575.8888867506
13932,380160.29792403517
12587,380160.29792403517
3611,414193.8168254302
2646,400981.02823318815
1890,356770.97748988745
860,400339.9358502953
14187,422476.1895112682
12569,399456.40824230196
1276,387581.5132630375
12025,394806.70110553835
4890,394912.5499968039
14410,389894.7174695324
10352,396506.9625810443
11407,393403.65681920975
10384,356770.97748988745
7622,389894.7174695324
12578,380160.29792403517
15820,391155.87933538685
563,397765.20882923907
15226,358230.65267420886
6396,333614.3116118974
6247,397765.20882923907
3339,375821.23338268
10975,404541.12065103557
7475,356858.3206889592
11129,396506.9625810443
3051,404541.12065103557
10232,414193.8168254302
14106,333614.3116118974
5502,394806.70110553835
4558,373210.4033662005
4181,387717.89249235275
8426,333614.3116118974
6611,396506.9625810443
14641,380363.6835120284
15539,397765.20882923907
13119,384338.5411627281
11716,392795.23024196527
7316,391246.6086876909
7791,379483.6756118517
13034,400890.2988808841
1068,333111.8583323204
4060,404541.12065103557
10172,386772.5430355471
2591,324095.0053166355
12494,400890.2988808841
7828,386772.5430355471
15284,419255.4865108369
7947,393403.65681920975
16335,403107.23001245345
10234,386772.5430355471
2797,358230.65267420886
5341,391155.87933538685
3059,400981.02823318815
1559,356858.3206889592
15320,400890.2988808841
10284,383669.2372737125
4134,356402.10623717523
4481,421726.78610409226
7222,394173.39452141535
4062,380160.29792403517
2192,369553.41311377985
9637,384438.9749759181
16236,319349.6610297817
4272,390605.5163047981
9406,394912.5499968039
14309,386772.5430355471
1946,400510.4694992342
16235,400510.4694992342
7146,391155.87933538685
16784,385178.1304513067
349,394912.5499968039
6251,415020.2604149109
5128,404541.12065103557
11718,397765.20882923907
16721,361541.75473162445
12517,385178.1304513067
15961,381657.76641013933
9428,415020.2604149109
14541,354335.1771362611
10168,310526.5340564334
11270,389132.2128227497
13210,394912.5499968039
11518,380160.29792403517
12612,394173.39452141535
16352,373210.4033662005
9935,394173.39452141535
15521,393372.81046695623
11482,394806.70110553835
11443,393403.65681920975
9459,396506.9625810443
9218,393403.65681920975
854,404541.12065103557
5619,390605.5163047981
9208,404541.12065103557
4391,394173.39452141535
15207,380839.0659099515
7183,333614.3116118974
16442,325553.1941187433
7936,373210.4033662005
10606,392795.23024196527
4979,392795.23024196527
4854,391489.13005377277
16476,384438.9749759181
10516,380160.29792403517
16261,380839.0659099515
90,391489.13005377277
5433,400510.4694992342
14338,384438.9749759181
13487,390605.5163047981
8211,396506.9625810443
170,357575.8888867506
14051,356402.10623717523
10686,403107.23001245345
7595,377547.72303689795
6777,404541.12065103557
14661,369553.41311377985
13991,391155.87933538685
16795,378296.75441111426
2740,394173.39452141535
7368,396506.9625810443
2413,391155.87933538685
1852,387091.2793339971
15200,404541.12065103557
8467,391155.87933538685
16379,393403.65681920975
3375,394806.70110553835
5945,396506.9625810443
2641,400339.9358502953
2837,390605.5163047981
3498,391246.6086876909
10876,396506.9625810443
1285,394806.70110553835
9285,380160.29792403517
4015,394912.5499968039
2526,389721.98869680474
7814,399456.40824230196
7117,400339.9358502953
12359,379483.6756118517
3303,373769.6904992655
13874,295388.0837549285
5484,391155.87933538685
15067,396165.71667617257
12639,394806.70110553835
3388,386772.5430355471
4256,374954.47964014066
15738,396506.9625810443
14049,380160.29792403517
15780,394912.5499968039
9564,396506.9625810443
11910,390605.5163047981
11315,400339.9358502953
1733,319349.6610297817
3910,396506.9625810443
7552,419255.4865108369
254,356770.97748988745
5222,324095.0053166355
8314,393403.65681920975
16743,447394.19324295723
10335,350037.02247517835
8226,396165.71667617257
12254,404541.12065103557
13152,380839.0659099515
15020,391246.6086876909
16349,415020.2604149109
11924,391489.13005377277
12543,400890.2988808841
14114,394806.70110553835
12318,390232.239550577
15383,400981.02823318815
6679,347767.0580753911
635,394912.5499968039
15993,394806.70110553835
11375,393403.65681920975
11216,394806.70110553835
15401,400890.2988808841
11301,333065.9673664908
13804,381754.71050827554
10839,414193.8168254302
1588,394912.5499968039
3596,403107.23001245345
5816,324095.0053166355
8099,397765.20882923907
6551,385178.1304513067
14075,404541.12065103557
13431,386772.5430355471
9481,394806.70110553835
5295,396165.71667617257
15859,400890.2988808841
10634,404541.12065103557
444,394806.70110553835
11686,391155.87933538685
1213,333614.3116118974
13970,400890.2988808841
6849,389132.2128227497
9911,390605.5163047981
5649,357575.8888867506
7184,420127.29395102576
5877,390605.5163047981
1655,385232.4370720463
15301,392795.23024196527
12389,394173.39452141535
5241,439861.2239642952
7048,399456.40824230196
10574,373210.4033662005
8593,351147.2063555992
4752,358230.65267420886
14663,415020.2604149109
10994,384438.9749759181
87,363619.9359881843
5132,333614.3116118974
6372,396506.9625810443
7411,400890.2988808841
3319,386772.5430355471
9355,367813.30349140073
5139,394912.5499968039
56,400890.2988808841
3249,380839.0659099515
5047,373210.4033662005
13238,389894.7174695324
2190,415020.2604149109
15599,357575.8888867506
6542,357575.8888867506
1968,393514.99038863304
5630,389894.7174695324
9157,310526.5340564334
789,375821.23338268
1413,391155.87933538685
12514,400890.2988808841
13459,397765.20882923907
1345,398916.05691499385
4034,404541.12065103557
15169,394806.70110553835
6770,380160.29792403517
3334,383669.2372737125
12998,399456.40824230196
15870,396165.71667617257
1871,421726.78610409226
5770,413805.37983044225
13196,363619.9359881843
7633,374954.47964014066
10699,394806.70110553835
15470,380839.0659099515
1903,389894.7174695324
13860,399456.40824230196
7649,400339.9358502953
11043,396506.9625810443
2922,400890.2988808841
7538,404541.12065103557
9477,394173.39452141535
117,419255.4865108369
1457,380986.97360819427
7082,393372.81046695623
3053,400890.2988808841
12522,350412.8311734444
5744,396506.9625810443
13566,389706.3863996977
1464,369553.41311377985
3852,333829.4248621327
9557,400890.2988808841
14719,404541.12065103557
13978,390605.5163047981
3286,380986.97360819427
13019,400981.02823318815
1421,331100.3874687472
13502,383669.2372737125
14811,324095.0053166355
9297,383669.2372737125
7749,394724.2189269692
16555,397765.20882923907
14576,391489.13005377277
12766,380160.29792403517
4679,400339.9358502953
10033,390566.9913836105
11231,396506.9625810443
15112,394912.5499968039
10617,357575.8888867506
2175,358230.65267420886
16502,394724.2189269692
10106,383060.81069646805
12561,389721.98869680474
15907,377547.72303689795
8069,380160.29792403517
8316,325553.1941187433
12343,400890.2988808841
12092,393403.65681920975
1527,404541.12065103557
10010,326944.2659599193
655,389894.7174695324
10549,324095.0053166355
3248,378576.8521766507
13499,391489.13005377277
14959,397765.20882923907
6070,391155.87933538685
11360,373998.59975003154
12102,358457.3897612705
11870,396165.71667617257
3713,364119.1407526324
3230,324095.0053166355
7742,400510.4694992342
15092,385178.1304513067
8728,391155.87933538685
3386,363619.9359881843
9409,333111.8583323204
16545,383594.68470392213
3127,390232.239550577
11344,354335.1771362611
2112,324095.0053166355
7310,404541.12065103557
6313,421726.78610409226
3681,391155.87933538685
5114,404541.12065103557
270,375821.23338268
14350,357575.8888867506
12223,374954.47964014066
1066,393403.65681920975
16116,401108.7114121466
11410,419255.4865108369
4088,399456.40824230196
5956,394724.2189269692
14669,383669.2372737125
13871,404541.12065103557
4126,381754.71050827554
12114,399456.40824230196
16607,419255.4865108369
4266,383060.81069646805
13518,422476.1895112682
11856,394912.5499968039
3885,380160.29792403517
8891,392795.23024196527
4964,404541.12065103557
7696,393514.99038863304
6894,396370.2383556381
9766,380839.0659099515
4800,380839.0659099515
2840,386772.5430355471
4743,357575.8888867506
13562,404541.12065103557
8301,397765.20882923907
5405,404541.12065103557
1535,400890.2988808841
9073,333614.3116118974
1698,400890.2988808841
12262,397765.20882923907
6794,397765.20882923907
12701,383060.81069646805
8432,383669.2372737125
13540,394438.57571503054
8629,420127.29395102576
1440,394912.5499968039
8596,391155.87933538685
9575,390605.5163047981
14976,356402.10623717523
3149,422476.1895112682
5157,389894.7174695324
10748,393514.99038863304
9719,404541.12065103557
6376,371923.3468646421
9733,404541.12065103557
4749,404541.12065103557
4994,389894.7174695324
538,439861.2239642952
5512,351147.2063555992
9778,431437.46776287915
9761,387581.5132630375
3174,400890.2988808841
13429,389721.98869680474
10467,356858.3206889592
14129,383669.2372737125
13608,390605.5163047981
11106,375071.1191086453
12048,396506.9625810443
1054,356770.97748988745
3582,400339.9358502953
1566,385178.1304513067
11529,396506.9625810443
11859,419255.4865108369
10582,397765.20882923907
14907,404541.12065103557
14039,394912.5499968039
10489,394173.39452141535
3331,394912.5499968039
10153,397765.20882923907
5271,383669.2372737125
11871,396506.9625810443
776,351147.2063555992
3994,369553.41311377985
9433,373210.4033662005
14275,394173.39452141535
8030,381657.76641013933
8169,377285.69071595627
8053,396165.71667617257
4822,389894.7174695324
13197,386772.5430355471
13634,419255.4865108369
8951,331100.3874687472
12176,415020.2604149109
15471,385178.1304513067
14962,394072.9607082253
12512,384714.11300060095
8697,414193.8168254302
7095,396506.9625810443
13639,404541.12065103557
16660,393403.65681920975
5848,397765.20882923907
5386,386772.5430355471
10880,394806.70110553835
3954,390605.5163047981
13426,396506.9625810443
5966,398916.05691499385
16315,383669.2372737125
7455,399456.40824230196
11071,400510.4694992342
14740,394806.70110553835
16087,394912.5499968039
8931,404541.12065103557
15289,324095.0053166355
16089,404541.12065103557
12128,325553.1941187433
4724,380839.0659099515
8585,381754.71050827554
7188,386772.5430355471
5423,389894.7174695324
10488,380160.29792403517
5980,380839.0659099515
8376,389280.79265996406
12397,394173.39452141535
16496,379559.19390047115
4891,415020.2604149109
9710,379483.6756118517
6339,333829.4248621327
244,385433.6827054992
5002,421726.78610409226
5358,384438.9749759181
7636,325553.1941187433
9361,396506.9625810443
3601,400339.9358502953
15755,324095.0053166355
172,333614.3116118974
3037,380839.0659099515
577,403107.23001245345
3607,391155.87933538685
2515,393514.99038863304
10413,391155.87933538685
10511,394724.2189269692
4637,421643.9045536318
12736,356402.10623717523
9534,393372.81046695623
11641,350037.02247517835
10419,386772.5430355471
15313,419255.4865108369
14915,386138.04680811544
12409,394724.2189269692
9405,333614.3116118974
14066,383669.2372737125
14108,419255.4865108369
11931,394806.70110553835
11464,419255.4865108369
926,391489.13005377277
11190,333614.3116118974
10260,325553.1941187433
12712,385178.1304513067
1234,421726.78610409226
11608,356402.10623717523
3776,390605.5163047981
4881,397765.20882923907
10266,373210.4033662005
3262,391155.87933538685
3576,404541.12065103557
16604,401360.85455481807
8041,401108.7114121466
10691,380160.29792403517
8357,393403.65681920975
11661,404541.12065103557
4453,391155.87933538685
15936,333614.3116118974
8463,381657.76641013933
15770,396506.9625810443
466,354335.1771362611
14965,356858.3206889592
11227,404541.12065103557
9894,386772.5430355471
11746,404541.12065103557
4118,397765.20882923907
756,386772.5430355471
15589,298117.121148314
109,389894.7174695324
5778,415020.2604149109
1731,387581.5132630375
3450,295388.0837549285
2961,389706.3863996977
222,371923.3468646421
11454,399456.40824230196
7339,333614.3116118974
12096,356402.10623717523
14074,380839.0659099515
4058,396506.9625810443
6603,396506.9625810443
3289,387866.18051399133
16681,404541.12065103557
8200,356770.97748988745
3343,310526.5340564334
7802,447394.19324295723
2082,422476.1895112682
217,415020.2604149109
1720,392795.23024196527
7224,358230.65267420886
6176,394173.39452141535
12571,391155.87933538685
16666,419255.4865108369
8908,389721.98869680474
6914,385178.1304513067
5428,384438.9749759181
381,397765.20882923907
3991,392795.23024196527
16365,394806.70110553835
1046,394806.70110553835
391,380839.0659099515
9212,394806.70110553835
3022,385555.6529281772
9961,369553.41311377985
6764,400339.9358502953
7720,386772.5430355471
4809,421726.78610409226
8877,376548.89222438104
7817,414193.8168254302
10614,356402.10623717523
5553,389721.98869680474
16488,356402.10623717523
11002,396506.9625810443
13592,422476.1895112682
15050,389721.98869680474
13553,375312.4853254055
9041,375108.7836304524
5461,396506.9625810443
16274,389894.7174695324
2138,369553.41311377985
6245,380160.29792403517
8245,439861.2239642952
6491,357575.8888867506
13218,347767.0580753911
13101,369553.41311377985
10462,403471.4376925676
4079,393403.65681920975
1506,400890.2988808841
14107,325553.1941187433
12215,391246.6086876909
11576,419255.4865108369
10567,394806.70110553835
12713,333614.3116118974
1468,419255.4865108369
2549,403107.23001245345
4172,396506.9625810443
12380,401108.7114121466
3513,389894.7174695324
8165,394173.39452141535
1127,391246.6086876909
14601,404541.12065103557
15526,394806.70110553835
986,386772.5430355471
14968,394173.39452141535
9348,404541.12065103557
6317,394806.70110553835
7497,373210.4033662005
5079,333829.4248621327
528,400890.2988808841
10964,404541.12065103557
5812,407487.29113624885
11022,295388.0837549285
16251,404541.12065103557
5863,380160.29792403517
8664,396165.71667617257
5396,331100.3874687472
6917,391155.87933538685
12776,333614.3116118974
473,374954.47964014066
13333,391155.87933538685
13023,390605.5163047981
7357,380160.29792403517
10955,394806.70110553835
11914,422476.1895112682
12535,389894.7174695324
11205,386772.5430355471
13209,422476.1895112682
16119,422476.1895112682
2174,394438.57571503054
4834,421643.9045536318
10151,397765.20882923907
5584,391155.87933538685
6672,386138.04680811544
12858,400510.4694992342
5106,414193.8168254302
8884,400981.02823318815
13766,394724.2189269692
12556,350037.02247517835
12910,358230.65267420886
6258,325553.1941187433
7100,404541.12065103557
1793,393403.65681920975
3335,397765.20882923907
12835,387866.18051399133
10591,396506.9625810443
15707,396506.9625810443
16389,389721.98869680474
7440,419255.4865108369
6293,378296.75441111426
3937,397765.20882923907
16527,396506.9625810443
5102,404541.12065103557
10734,394806.70110553835
7986,420127.29395102576
6495,363619.9359881843
9571,394806.70110553835
5131,394912.5499968039
10761,393403.65681920975
143,404541.12065103557
13829,386148.1493714169
13662,378576.8521766507
1771,394806.70110553835
5448,415020.2604149109
8594,404541.12065103557
12038,396506.9625810443
16471,389894.7174695324
16764,397765.20882923907
1282,400890.2988808841
15101,403471.4376925676
9473,356402.10623717523
2324,404541.12065103557
14448,380160.29792403517
6000,373210.4033662005
2077,394173.39452141535
12960,356770.97748988745
15837,391155.87933538685
8805,389894.7174695324
9987,390605.5163047981
1580,396506.9625810443
11089,325553.1941187433
10926,384714.11300060095
12773,401108.7114121466
6490,383060.81069646805
10858,357575.8888867506
2831,394806.70110553835
16326,399456.40824230196
371,373998.59975003154
8852,389721.98869680474
6713,392795.23024196527
4230,394912.5499968039
3639,325553.1941187433
3642,391155.87933538685
5149,397765.20882923907
2861,404541.12065103557
13300,363619.9359881843
2807,396506.9625810443
5919,356858.3206889592
12716,396506.9625810443
4271,394806.70110553835
16055,394173.39452141535
3747,393514.99038863304
5857,422476.1895112682
6884,383669.2372737125
16027,404541.12065103557
3512,385178.1304513067
5181,393514.99038863304
16732,385178.1304513067
1908,333614.3116118974
12082,324095.0053166355
7286,394806.70110553835
8216,356402.10623717523
6929,400890.2988808841
3950,396506.9625810443
12479,404541.12065103557
877,384438.9749759181
1366,404541.12065103557
384,394806.70110553835
5767,383669.2372737125
6910,385178.1304513067
187,394912.5499968039
10164,377547.72303689795
8603,396165.71667617257
15834,351147.2063555992
3078,357575.8888867506
3479,376548.89222438104
6671,415020.2604149109
6078,400890.2988808841
16271,363619.9359881843
16191,383669.2372737125
11544,380160.29792403517
7781,342846.2778778176
14918,394912.5499968039
6238,394806.70110553835
12989,404541.12065103557
11907,419255.4865108369
9696,397765.20882923907
14084,419255.4865108369
3895,394806.70110553835
4367,377547.72303689795
8453,364236.66935743985
7638,398916.05691499385
8373,380160.29792403517
4674,389721.98869680474
15787,396506.9625810443
5903,384989.799381472
13679,393403.65681920975
9018,396506.9625810443
15823,391155.87933538685
13289,397765.20882923907
9896,393403.65681920975
14436,400890.2988808841
5547,390573.48545544874
4048,422476.1895112682
16579,385178.1304513067
8550,342846.2778778176
9385,403107.23001245345
5242,387581.5132630375
31,400890.2988808841
6144,389132.2128227497
3990,380160.29792403517
2523,387581.5132630375
12608,397765.20882923907
7234,387866.18051399133
15264,383669.2372737125
9623,333111.8583323204
3161,394912.5499968039
7425,380363.6835120284
13021,383669.2372737125
4044,404541.12065103557
15411,394806.70110553835
979,386772.5430355471
5514,394806.70110553835
4817,356770.97748988745
2115,387866.18051399133
10571,394806.70110553835
8992,404541.12065103557
15546,392795.23024196527
11359,380363.6835120284
11972,393514.99038863304
12838,378576.8521766507
5948,333614.3116118974
422,384989.799381472
4855,420127.29395102576
16197,387581.5132630375
8926,392795.23024196527
5703,380160.29792403517
8848,391155.87933538685
7039,396506.9625810443
3806,397765.20882923907
15154,375821.23338268
13132,390605.5163047981
7438,397765.20882923907
4398,324095.0053166355
2440,400981.02823318815
3751,393403.65681920975
1476,391155.87933538685
2264,403107.23001245345
16444,404541.12065103557
10704,383669.2372737125
4033,387866.18051399133
4508,375071.1191086453
16290,391155.87933538685
10387,397765.20882923907
5457,324095.0053166355
4910,394806.70110553835
7451,419255.4865108369
10732,393372.81046695623
8015,393514.99038863304
6148,391155.87933538685
5892,397765.20882923907
7825,386772.5430355471
6851,386772.5430355471
6633,404541.12065103557
2139,374954.47964014066
10213,420127.29395102576
2830,404541.12065103557
13907,357575.8888867506
15897,391155.87933538685
8311,398916.05691499385
14230,396506.9625810443
3878,399456.40824230196
13732,391155.87933538685
12110,376548.89222438104
10675,396506.9625810443
12946,396506.9625810443
16754,389132.2128227497
4394,404329.41441257787
16728,394806.70110553835
14378,371923.3468646421
9949,380839.0659099515
994,394806.70110553835
13258,380986.97360819427
5883,389293.61344596837
6933,400890.2988808841
13193,391155.87933538685
13286,415020.2604149109
13407,396506.9625810443
7512,380160.29792403517
7221,380160.29792403517
14428,421726.78610409226
1740,391155.87933538685
3,354335.1771362611
12952,391155.87933538685
11537,377547.72303689795
2558,397765.20882923907
14081,394806.70110553835
3517,400890.2988808841
7149,386772.5430355471
15777,387581.5132630375
8995,389721.98869680474
826,321365.96792325
509,404541.12065103557
14875,396165.71667617257
6591,367813.30349140073
11283,387581.5132630375
9897,393372.81046695623
14902,389721.98869680474
14291,394173.39452141535
3162,380986.97360819427
4206,422476.1895112682
11580,394806.70110553835
2007,390605.5163047981
14939,400890.2988808841
